echo 0000 | nc 10.212.175.197 8000
echo 0665 | nc 10.212.175.197 8000
echo 0666 | nc 10.212.175.197 8000
echo 0667 | nc 10.212.175.197 8000
echo 0668 | nc 10.212.175.197 8000
echo 0669 | nc 10.212.175.197 8000
echo 0670 | nc 10.212.175.197 8000
echo 0671 | nc 10.212.175.197 8000
echo 0672 | nc 10.212.175.197 8000
echo 0673 | nc 10.212.175.197 8000
echo 0674 | nc 10.212.175.197 8000
echo 0675 | nc 10.212.175.197 8000
echo 0676 | nc 10.212.175.197 8000
echo 0677 | nc 10.212.175.197 8000
echo 0678 | nc 10.212.175.197 8000
echo 0679 | nc 10.212.175.197 8000
echo 0680 | nc 10.212.175.197 8000
echo 0681 | nc 10.212.175.197 8000
echo 0682 | nc 10.212.175.197 8000
echo 0683 | nc 10.212.175.197 8000
echo 0684 | nc 10.212.175.197 8000
echo 0685 | nc 10.212.175.197 8000
echo 0686 | nc 10.212.175.197 8000
echo 0687 | nc 10.212.175.197 8000
echo 0688 | nc 10.212.175.197 8000
echo 0689 | nc 10.212.175.197 8000
echo 0690 | nc 10.212.175.197 8000
echo 0691 | nc 10.212.175.197 8000
echo 0692 | nc 10.212.175.197 8000
echo 0693 | nc 10.212.175.197 8000
echo 0694 | nc 10.212.175.197 8000
echo 0695 | nc 10.212.175.197 8000
echo 0696 | nc 10.212.175.197 8000
echo 0697 | nc 10.212.175.197 8000
echo 0698 | nc 10.212.175.197 8000
echo 0699 | nc 10.212.175.197 8000
echo 0700 | nc 10.212.175.197 8000
echo 0701 | nc 10.212.175.197 8000
echo 0702 | nc 10.212.175.197 8000
echo 0703 | nc 10.212.175.197 8000
echo 0704 | nc 10.212.175.197 8000
echo 0705 | nc 10.212.175.197 8000
echo 0706 | nc 10.212.175.197 8000
echo 0707 | nc 10.212.175.197 8000
echo 0708 | nc 10.212.175.197 8000
echo 0709 | nc 10.212.175.197 8000
echo 0710 | nc 10.212.175.197 8000
echo 0711 | nc 10.212.175.197 8000
echo 0712 | nc 10.212.175.197 8000
echo 0713 | nc 10.212.175.197 8000
echo 0714 | nc 10.212.175.197 8000
echo 0715 | nc 10.212.175.197 8000
echo 0716 | nc 10.212.175.197 8000
echo 0717 | nc 10.212.175.197 8000
echo 0718 | nc 10.212.175.197 8000
echo 0719 | nc 10.212.175.197 8000
echo 0720 | nc 10.212.175.197 8000
echo 0721 | nc 10.212.175.197 8000
echo 0722 | nc 10.212.175.197 8000
echo 0723 | nc 10.212.175.197 8000
echo 0724 | nc 10.212.175.197 8000
echo 0725 | nc 10.212.175.197 8000
echo 0726 | nc 10.212.175.197 8000
echo 0727 | nc 10.212.175.197 8000
echo 0728 | nc 10.212.175.197 8000
echo 0729 | nc 10.212.175.197 8000
echo 0730 | nc 10.212.175.197 8000
echo 0731 | nc 10.212.175.197 8000
echo 0732 | nc 10.212.175.197 8000
echo 0733 | nc 10.212.175.197 8000
echo 0734 | nc 10.212.175.197 8000
echo 0735 | nc 10.212.175.197 8000
echo 0736 | nc 10.212.175.197 8000
echo 0737 | nc 10.212.175.197 8000
echo 0738 | nc 10.212.175.197 8000
echo 0739 | nc 10.212.175.197 8000
echo 0740 | nc 10.212.175.197 8000
echo 0741 | nc 10.212.175.197 8000
echo 0742 | nc 10.212.175.197 8000
echo 0743 | nc 10.212.175.197 8000
echo 0744 | nc 10.212.175.197 8000
echo 0745 | nc 10.212.175.197 8000
echo 0746 | nc 10.212.175.197 8000
echo 0747 | nc 10.212.175.197 8000
echo 0748 | nc 10.212.175.197 8000
echo 0749 | nc 10.212.175.197 8000
echo 0750 | nc 10.212.175.197 8000
echo 0751 | nc 10.212.175.197 8000
echo 0752 | nc 10.212.175.197 8000
echo 0753 | nc 10.212.175.197 8000
echo 0754 | nc 10.212.175.197 8000
echo 0755 | nc 10.212.175.197 8000
echo 0756 | nc 10.212.175.197 8000
echo 0757 | nc 10.212.175.197 8000
echo 0758 | nc 10.212.175.197 8000
echo 0759 | nc 10.212.175.197 8000
echo 0760 | nc 10.212.175.197 8000
echo 0761 | nc 10.212.175.197 8000
echo 0762 | nc 10.212.175.197 8000
echo 0763 | nc 10.212.175.197 8000
echo 0764 | nc 10.212.175.197 8000
echo 0765 | nc 10.212.175.197 8000
echo 0766 | nc 10.212.175.197 8000
echo 0767 | nc 10.212.175.197 8000
echo 0768 | nc 10.212.175.197 8000
echo 0769 | nc 10.212.175.197 8000
echo 0770 | nc 10.212.175.197 8000
echo 0771 | nc 10.212.175.197 8000
echo 0772 | nc 10.212.175.197 8000
echo 0773 | nc 10.212.175.197 8000
echo 0774 | nc 10.212.175.197 8000
echo 0775 | nc 10.212.175.197 8000
echo 0776 | nc 10.212.175.197 8000
echo 0777 | nc 10.212.175.197 8000
echo 0778 | nc 10.212.175.197 8000
echo 0779 | nc 10.212.175.197 8000
echo 0780 | nc 10.212.175.197 8000
echo 0781 | nc 10.212.175.197 8000
echo 0782 | nc 10.212.175.197 8000
echo 0783 | nc 10.212.175.197 8000
echo 0784 | nc 10.212.175.197 8000
echo 0785 | nc 10.212.175.197 8000
echo 0786 | nc 10.212.175.197 8000
echo 0787 | nc 10.212.175.197 8000
echo 0788 | nc 10.212.175.197 8000
echo 0789 | nc 10.212.175.197 8000
echo 0790 | nc 10.212.175.197 8000
echo 0791 | nc 10.212.175.197 8000
echo 0792 | nc 10.212.175.197 8000
echo 0793 | nc 10.212.175.197 8000
echo 0794 | nc 10.212.175.197 8000
echo 0795 | nc 10.212.175.197 8000
echo 0796 | nc 10.212.175.197 8000
echo 0797 | nc 10.212.175.197 8000
echo 0798 | nc 10.212.175.197 8000
echo 0799 | nc 10.212.175.197 8000
echo 0800 | nc 10.212.175.197 8000
echo 0801 | nc 10.212.175.197 8000
echo 0802 | nc 10.212.175.197 8000
echo 0803 | nc 10.212.175.197 8000
echo 0804 | nc 10.212.175.197 8000
echo 0805 | nc 10.212.175.197 8000
echo 0806 | nc 10.212.175.197 8000
echo 0807 | nc 10.212.175.197 8000
echo 0808 | nc 10.212.175.197 8000
echo 0809 | nc 10.212.175.197 8000
echo 0810 | nc 10.212.175.197 8000
echo 0811 | nc 10.212.175.197 8000
echo 0812 | nc 10.212.175.197 8000
echo 0813 | nc 10.212.175.197 8000
echo 0814 | nc 10.212.175.197 8000
echo 0815 | nc 10.212.175.197 8000
echo 0816 | nc 10.212.175.197 8000
echo 0817 | nc 10.212.175.197 8000
echo 0818 | nc 10.212.175.197 8000
echo 0819 | nc 10.212.175.197 8000
echo 0820 | nc 10.212.175.197 8000
echo 0821 | nc 10.212.175.197 8000
echo 0822 | nc 10.212.175.197 8000
echo 0823 | nc 10.212.175.197 8000
echo 0824 | nc 10.212.175.197 8000
echo 0825 | nc 10.212.175.197 8000
echo 0826 | nc 10.212.175.197 8000
echo 0827 | nc 10.212.175.197 8000
echo 0828 | nc 10.212.175.197 8000
echo 0829 | nc 10.212.175.197 8000
echo 0830 | nc 10.212.175.197 8000
echo 0831 | nc 10.212.175.197 8000
echo 0832 | nc 10.212.175.197 8000
echo 0833 | nc 10.212.175.197 8000
echo 0834 | nc 10.212.175.197 8000
echo 0835 | nc 10.212.175.197 8000
echo 0836 | nc 10.212.175.197 8000
echo 0837 | nc 10.212.175.197 8000
echo 0838 | nc 10.212.175.197 8000
echo 0839 | nc 10.212.175.197 8000
echo 0840 | nc 10.212.175.197 8000
echo 0841 | nc 10.212.175.197 8000
echo 0842 | nc 10.212.175.197 8000
echo 0843 | nc 10.212.175.197 8000
echo 0844 | nc 10.212.175.197 8000
echo 0845 | nc 10.212.175.197 8000
echo 0846 | nc 10.212.175.197 8000
echo 0847 | nc 10.212.175.197 8000
echo 0848 | nc 10.212.175.197 8000
echo 0849 | nc 10.212.175.197 8000
echo 0850 | nc 10.212.175.197 8000
echo 0851 | nc 10.212.175.197 8000
echo 0852 | nc 10.212.175.197 8000
echo 0853 | nc 10.212.175.197 8000
echo 0854 | nc 10.212.175.197 8000
echo 0855 | nc 10.212.175.197 8000
echo 0856 | nc 10.212.175.197 8000
echo 0857 | nc 10.212.175.197 8000
echo 0858 | nc 10.212.175.197 8000
echo 0859 | nc 10.212.175.197 8000
echo 0860 | nc 10.212.175.197 8000
echo 0861 | nc 10.212.175.197 8000
echo 0862 | nc 10.212.175.197 8000
echo 0863 | nc 10.212.175.197 8000
echo 0864 | nc 10.212.175.197 8000
echo 0865 | nc 10.212.175.197 8000
echo 0866 | nc 10.212.175.197 8000
echo 0867 | nc 10.212.175.197 8000
echo 0868 | nc 10.212.175.197 8000
echo 0869 | nc 10.212.175.197 8000
echo 0870 | nc 10.212.175.197 8000
echo 0871 | nc 10.212.175.197 8000
echo 0872 | nc 10.212.175.197 8000
echo 0873 | nc 10.212.175.197 8000
echo 0874 | nc 10.212.175.197 8000
echo 0875 | nc 10.212.175.197 8000
echo 0876 | nc 10.212.175.197 8000
echo 0877 | nc 10.212.175.197 8000
echo 0878 | nc 10.212.175.197 8000
echo 0879 | nc 10.212.175.197 8000
echo 0880 | nc 10.212.175.197 8000
echo 0881 | nc 10.212.175.197 8000
echo 0882 | nc 10.212.175.197 8000
echo 0883 | nc 10.212.175.197 8000
echo 0884 | nc 10.212.175.197 8000
echo 0885 | nc 10.212.175.197 8000
echo 0886 | nc 10.212.175.197 8000
echo 0887 | nc 10.212.175.197 8000
echo 0888 | nc 10.212.175.197 8000
echo 0889 | nc 10.212.175.197 8000
echo 0890 | nc 10.212.175.197 8000
echo 0891 | nc 10.212.175.197 8000
echo 0892 | nc 10.212.175.197 8000
echo 0893 | nc 10.212.175.197 8000
echo 0894 | nc 10.212.175.197 8000
echo 0895 | nc 10.212.175.197 8000
echo 0896 | nc 10.212.175.197 8000
echo 0897 | nc 10.212.175.197 8000
echo 0898 | nc 10.212.175.197 8000
echo 0899 | nc 10.212.175.197 8000
echo 0900 | nc 10.212.175.197 8000
echo 0901 | nc 10.212.175.197 8000
echo 0902 | nc 10.212.175.197 8000
echo 0903 | nc 10.212.175.197 8000
echo 0904 | nc 10.212.175.197 8000
echo 0905 | nc 10.212.175.197 8000
echo 0906 | nc 10.212.175.197 8000
echo 0907 | nc 10.212.175.197 8000
echo 0908 | nc 10.212.175.197 8000
echo 0909 | nc 10.212.175.197 8000
echo 0910 | nc 10.212.175.197 8000
echo 0911 | nc 10.212.175.197 8000
echo 0912 | nc 10.212.175.197 8000
echo 0913 | nc 10.212.175.197 8000
echo 0914 | nc 10.212.175.197 8000
echo 0915 | nc 10.212.175.197 8000
echo 0916 | nc 10.212.175.197 8000
echo 0917 | nc 10.212.175.197 8000
echo 0918 | nc 10.212.175.197 8000
echo 0919 | nc 10.212.175.197 8000
echo 0920 | nc 10.212.175.197 8000
echo 0921 | nc 10.212.175.197 8000
echo 0922 | nc 10.212.175.197 8000
echo 0923 | nc 10.212.175.197 8000
echo 0924 | nc 10.212.175.197 8000
echo 0925 | nc 10.212.175.197 8000
echo 0926 | nc 10.212.175.197 8000
echo 0927 | nc 10.212.175.197 8000
echo 0928 | nc 10.212.175.197 8000
echo 0929 | nc 10.212.175.197 8000
echo 0930 | nc 10.212.175.197 8000
echo 0931 | nc 10.212.175.197 8000
echo 0932 | nc 10.212.175.197 8000
echo 0933 | nc 10.212.175.197 8000
echo 0934 | nc 10.212.175.197 8000
echo 0935 | nc 10.212.175.197 8000
echo 0936 | nc 10.212.175.197 8000
echo 0937 | nc 10.212.175.197 8000
echo 0938 | nc 10.212.175.197 8000
echo 0939 | nc 10.212.175.197 8000
echo 0940 | nc 10.212.175.197 8000
echo 0941 | nc 10.212.175.197 8000
echo 0942 | nc 10.212.175.197 8000
echo 0943 | nc 10.212.175.197 8000
echo 0944 | nc 10.212.175.197 8000
echo 0945 | nc 10.212.175.197 8000
echo 0946 | nc 10.212.175.197 8000
echo 0947 | nc 10.212.175.197 8000
echo 0948 | nc 10.212.175.197 8000
echo 0949 | nc 10.212.175.197 8000
echo 0950 | nc 10.212.175.197 8000
echo 0951 | nc 10.212.175.197 8000
echo 0952 | nc 10.212.175.197 8000
echo 0953 | nc 10.212.175.197 8000
echo 0954 | nc 10.212.175.197 8000
echo 0955 | nc 10.212.175.197 8000
echo 0956 | nc 10.212.175.197 8000
echo 0957 | nc 10.212.175.197 8000
echo 0958 | nc 10.212.175.197 8000
echo 0959 | nc 10.212.175.197 8000
echo 0960 | nc 10.212.175.197 8000
echo 0961 | nc 10.212.175.197 8000
echo 0962 | nc 10.212.175.197 8000
echo 0963 | nc 10.212.175.197 8000
echo 0964 | nc 10.212.175.197 8000
echo 0965 | nc 10.212.175.197 8000
echo 0966 | nc 10.212.175.197 8000
echo 0967 | nc 10.212.175.197 8000
echo 0968 | nc 10.212.175.197 8000
echo 0969 | nc 10.212.175.197 8000
echo 0970 | nc 10.212.175.197 8000
echo 0971 | nc 10.212.175.197 8000
echo 0972 | nc 10.212.175.197 8000
echo 0973 | nc 10.212.175.197 8000
echo 0974 | nc 10.212.175.197 8000
echo 0975 | nc 10.212.175.197 8000
echo 0976 | nc 10.212.175.197 8000
echo 0977 | nc 10.212.175.197 8000
echo 0978 | nc 10.212.175.197 8000
echo 0979 | nc 10.212.175.197 8000
echo 0980 | nc 10.212.175.197 8000
echo 0981 | nc 10.212.175.197 8000
echo 0982 | nc 10.212.175.197 8000
echo 0983 | nc 10.212.175.197 8000
echo 0984 | nc 10.212.175.197 8000
echo 0985 | nc 10.212.175.197 8000
echo 0986 | nc 10.212.175.197 8000
echo 0987 | nc 10.212.175.197 8000
echo 0988 | nc 10.212.175.197 8000
echo 0989 | nc 10.212.175.197 8000
echo 0990 | nc 10.212.175.197 8000
echo 0991 | nc 10.212.175.197 8000
echo 0992 | nc 10.212.175.197 8000
echo 0993 | nc 10.212.175.197 8000
echo 0994 | nc 10.212.175.197 8000
echo 0995 | nc 10.212.175.197 8000
echo 0996 | nc 10.212.175.197 8000
echo 0997 | nc 10.212.175.197 8000
echo 0998 | nc 10.212.175.197 8000
echo 0999 | nc 10.212.175.197 8000
echo 1000 | nc 10.212.175.197 8000
echo 1001 | nc 10.212.175.197 8000
echo 1002 | nc 10.212.175.197 8000
echo 1003 | nc 10.212.175.197 8000
echo 1004 | nc 10.212.175.197 8000
echo 1005 | nc 10.212.175.197 8000
echo 1006 | nc 10.212.175.197 8000
echo 1007 | nc 10.212.175.197 8000
echo 1008 | nc 10.212.175.197 8000
echo 1009 | nc 10.212.175.197 8000
echo 1010 | nc 10.212.175.197 8000
echo 1011 | nc 10.212.175.197 8000
echo 1012 | nc 10.212.175.197 8000
echo 1013 | nc 10.212.175.197 8000
echo 1014 | nc 10.212.175.197 8000
echo 1015 | nc 10.212.175.197 8000
echo 1016 | nc 10.212.175.197 8000
echo 1017 | nc 10.212.175.197 8000
echo 1018 | nc 10.212.175.197 8000
echo 1019 | nc 10.212.175.197 8000
echo 1020 | nc 10.212.175.197 8000
echo 1021 | nc 10.212.175.197 8000
echo 1022 | nc 10.212.175.197 8000
echo 1023 | nc 10.212.175.197 8000
echo 1024 | nc 10.212.175.197 8000
echo 1025 | nc 10.212.175.197 8000
echo 1026 | nc 10.212.175.197 8000
echo 1027 | nc 10.212.175.197 8000
echo 1028 | nc 10.212.175.197 8000
echo 1029 | nc 10.212.175.197 8000
echo 1030 | nc 10.212.175.197 8000
echo 1031 | nc 10.212.175.197 8000
echo 1032 | nc 10.212.175.197 8000
echo 1033 | nc 10.212.175.197 8000
echo 1034 | nc 10.212.175.197 8000
echo 1035 | nc 10.212.175.197 8000
echo 1036 | nc 10.212.175.197 8000
echo 1037 | nc 10.212.175.197 8000
echo 1038 | nc 10.212.175.197 8000
echo 1039 | nc 10.212.175.197 8000
echo 1040 | nc 10.212.175.197 8000
echo 1041 | nc 10.212.175.197 8000
echo 1042 | nc 10.212.175.197 8000
echo 1043 | nc 10.212.175.197 8000
echo 1044 | nc 10.212.175.197 8000
echo 1045 | nc 10.212.175.197 8000
echo 1046 | nc 10.212.175.197 8000
echo 1047 | nc 10.212.175.197 8000
echo 1048 | nc 10.212.175.197 8000
echo 1049 | nc 10.212.175.197 8000
echo 1050 | nc 10.212.175.197 8000
echo 1051 | nc 10.212.175.197 8000
echo 1052 | nc 10.212.175.197 8000
echo 1053 | nc 10.212.175.197 8000
echo 1054 | nc 10.212.175.197 8000
echo 1055 | nc 10.212.175.197 8000
echo 1056 | nc 10.212.175.197 8000
echo 1057 | nc 10.212.175.197 8000
echo 1058 | nc 10.212.175.197 8000
echo 1059 | nc 10.212.175.197 8000
echo 1060 | nc 10.212.175.197 8000
echo 1061 | nc 10.212.175.197 8000
echo 1062 | nc 10.212.175.197 8000
echo 1063 | nc 10.212.175.197 8000
echo 1064 | nc 10.212.175.197 8000
echo 1065 | nc 10.212.175.197 8000
echo 1066 | nc 10.212.175.197 8000
echo 1067 | nc 10.212.175.197 8000
echo 1068 | nc 10.212.175.197 8000
echo 1069 | nc 10.212.175.197 8000
echo 1070 | nc 10.212.175.197 8000
echo 1071 | nc 10.212.175.197 8000
echo 1072 | nc 10.212.175.197 8000
echo 1073 | nc 10.212.175.197 8000
echo 1074 | nc 10.212.175.197 8000
echo 1075 | nc 10.212.175.197 8000
echo 1076 | nc 10.212.175.197 8000
echo 1077 | nc 10.212.175.197 8000
echo 1078 | nc 10.212.175.197 8000
echo 1079 | nc 10.212.175.197 8000
echo 1080 | nc 10.212.175.197 8000
echo 1081 | nc 10.212.175.197 8000
echo 1082 | nc 10.212.175.197 8000
echo 1083 | nc 10.212.175.197 8000
echo 1084 | nc 10.212.175.197 8000
echo 1085 | nc 10.212.175.197 8000
echo 1086 | nc 10.212.175.197 8000
echo 1087 | nc 10.212.175.197 8000
echo 1088 | nc 10.212.175.197 8000
echo 1089 | nc 10.212.175.197 8000
echo 1090 | nc 10.212.175.197 8000
echo 1091 | nc 10.212.175.197 8000
echo 1092 | nc 10.212.175.197 8000
echo 1093 | nc 10.212.175.197 8000
echo 1094 | nc 10.212.175.197 8000
echo 1095 | nc 10.212.175.197 8000
echo 1096 | nc 10.212.175.197 8000
echo 1097 | nc 10.212.175.197 8000
echo 1098 | nc 10.212.175.197 8000
echo 1099 | nc 10.212.175.197 8000
echo 1100 | nc 10.212.175.197 8000
echo 1101 | nc 10.212.175.197 8000
echo 1102 | nc 10.212.175.197 8000
echo 1103 | nc 10.212.175.197 8000
echo 1104 | nc 10.212.175.197 8000
echo 1105 | nc 10.212.175.197 8000
echo 1106 | nc 10.212.175.197 8000
echo 1107 | nc 10.212.175.197 8000
echo 1108 | nc 10.212.175.197 8000
echo 1109 | nc 10.212.175.197 8000
echo 1110 | nc 10.212.175.197 8000
echo 1111 | nc 10.212.175.197 8000
echo 1112 | nc 10.212.175.197 8000
echo 1113 | nc 10.212.175.197 8000
echo 1114 | nc 10.212.175.197 8000
echo 1115 | nc 10.212.175.197 8000
echo 1116 | nc 10.212.175.197 8000
echo 1117 | nc 10.212.175.197 8000
echo 1118 | nc 10.212.175.197 8000
echo 1119 | nc 10.212.175.197 8000
echo 1120 | nc 10.212.175.197 8000
echo 1121 | nc 10.212.175.197 8000
echo 1122 | nc 10.212.175.197 8000
echo 1123 | nc 10.212.175.197 8000
echo 1124 | nc 10.212.175.197 8000
echo 1125 | nc 10.212.175.197 8000
echo 1126 | nc 10.212.175.197 8000
echo 1127 | nc 10.212.175.197 8000
echo 1128 | nc 10.212.175.197 8000
echo 1129 | nc 10.212.175.197 8000
echo 1130 | nc 10.212.175.197 8000
echo 1131 | nc 10.212.175.197 8000
echo 1132 | nc 10.212.175.197 8000
echo 1133 | nc 10.212.175.197 8000
echo 1134 | nc 10.212.175.197 8000
echo 1135 | nc 10.212.175.197 8000
echo 1136 | nc 10.212.175.197 8000
echo 1137 | nc 10.212.175.197 8000
echo 1138 | nc 10.212.175.197 8000
echo 1139 | nc 10.212.175.197 8000
echo 1140 | nc 10.212.175.197 8000
echo 1141 | nc 10.212.175.197 8000
echo 1142 | nc 10.212.175.197 8000
echo 1143 | nc 10.212.175.197 8000
echo 1144 | nc 10.212.175.197 8000
echo 1145 | nc 10.212.175.197 8000
echo 1146 | nc 10.212.175.197 8000
echo 1147 | nc 10.212.175.197 8000
echo 1148 | nc 10.212.175.197 8000
echo 1149 | nc 10.212.175.197 8000
echo 1150 | nc 10.212.175.197 8000
echo 1151 | nc 10.212.175.197 8000
echo 1152 | nc 10.212.175.197 8000
echo 1153 | nc 10.212.175.197 8000
echo 1154 | nc 10.212.175.197 8000
echo 1155 | nc 10.212.175.197 8000
echo 1156 | nc 10.212.175.197 8000
echo 1157 | nc 10.212.175.197 8000
echo 1158 | nc 10.212.175.197 8000
echo 1159 | nc 10.212.175.197 8000
echo 1160 | nc 10.212.175.197 8000
echo 1161 | nc 10.212.175.197 8000
echo 1162 | nc 10.212.175.197 8000
echo 1163 | nc 10.212.175.197 8000
echo 1164 | nc 10.212.175.197 8000
echo 1165 | nc 10.212.175.197 8000
echo 1166 | nc 10.212.175.197 8000
echo 1167 | nc 10.212.175.197 8000
echo 1168 | nc 10.212.175.197 8000
echo 1169 | nc 10.212.175.197 8000
echo 1170 | nc 10.212.175.197 8000
echo 1171 | nc 10.212.175.197 8000
echo 1172 | nc 10.212.175.197 8000
echo 1173 | nc 10.212.175.197 8000
echo 1174 | nc 10.212.175.197 8000
echo 1175 | nc 10.212.175.197 8000
echo 1176 | nc 10.212.175.197 8000
echo 1177 | nc 10.212.175.197 8000
echo 1178 | nc 10.212.175.197 8000
echo 1179 | nc 10.212.175.197 8000
echo 1180 | nc 10.212.175.197 8000
echo 1181 | nc 10.212.175.197 8000
echo 1182 | nc 10.212.175.197 8000
echo 1183 | nc 10.212.175.197 8000
echo 1184 | nc 10.212.175.197 8000
echo 1185 | nc 10.212.175.197 8000
echo 1186 | nc 10.212.175.197 8000
echo 1187 | nc 10.212.175.197 8000
echo 1188 | nc 10.212.175.197 8000
echo 1189 | nc 10.212.175.197 8000
echo 1190 | nc 10.212.175.197 8000
echo 1191 | nc 10.212.175.197 8000
echo 1192 | nc 10.212.175.197 8000
echo 1193 | nc 10.212.175.197 8000
echo 1194 | nc 10.212.175.197 8000
echo 1195 | nc 10.212.175.197 8000
echo 1196 | nc 10.212.175.197 8000
echo 1197 | nc 10.212.175.197 8000
echo 1198 | nc 10.212.175.197 8000
echo 1199 | nc 10.212.175.197 8000
echo 1200 | nc 10.212.175.197 8000
echo 1201 | nc 10.212.175.197 8000
echo 1202 | nc 10.212.175.197 8000
echo 1203 | nc 10.212.175.197 8000
echo 1204 | nc 10.212.175.197 8000
echo 1205 | nc 10.212.175.197 8000
echo 1206 | nc 10.212.175.197 8000
echo 1207 | nc 10.212.175.197 8000
echo 1208 | nc 10.212.175.197 8000
echo 1209 | nc 10.212.175.197 8000
echo 1210 | nc 10.212.175.197 8000
echo 1211 | nc 10.212.175.197 8000
echo 1212 | nc 10.212.175.197 8000
echo 1213 | nc 10.212.175.197 8000
echo 1214 | nc 10.212.175.197 8000
echo 1215 | nc 10.212.175.197 8000
echo 1216 | nc 10.212.175.197 8000
echo 1217 | nc 10.212.175.197 8000
echo 1218 | nc 10.212.175.197 8000
echo 1219 | nc 10.212.175.197 8000
echo 1220 | nc 10.212.175.197 8000
echo 1221 | nc 10.212.175.197 8000
echo 1222 | nc 10.212.175.197 8000
echo 1223 | nc 10.212.175.197 8000
echo 1224 | nc 10.212.175.197 8000
echo 1225 | nc 10.212.175.197 8000
echo 1226 | nc 10.212.175.197 8000
echo 1227 | nc 10.212.175.197 8000
echo 1228 | nc 10.212.175.197 8000
echo 1229 | nc 10.212.175.197 8000
echo 1230 | nc 10.212.175.197 8000
echo 1231 | nc 10.212.175.197 8000
echo 1232 | nc 10.212.175.197 8000
echo 1233 | nc 10.212.175.197 8000
echo 1234 | nc 10.212.175.197 8000
echo 1235 | nc 10.212.175.197 8000
echo 1236 | nc 10.212.175.197 8000
echo 1237 | nc 10.212.175.197 8000
echo 1238 | nc 10.212.175.197 8000
echo 1239 | nc 10.212.175.197 8000
echo 1240 | nc 10.212.175.197 8000
echo 1241 | nc 10.212.175.197 8000
echo 1242 | nc 10.212.175.197 8000
echo 1243 | nc 10.212.175.197 8000
echo 1244 | nc 10.212.175.197 8000
echo 1245 | nc 10.212.175.197 8000
echo 1246 | nc 10.212.175.197 8000
echo 1247 | nc 10.212.175.197 8000
echo 1248 | nc 10.212.175.197 8000
echo 1249 | nc 10.212.175.197 8000
echo 1250 | nc 10.212.175.197 8000
echo 1251 | nc 10.212.175.197 8000
echo 1252 | nc 10.212.175.197 8000
echo 1253 | nc 10.212.175.197 8000
echo 1254 | nc 10.212.175.197 8000
echo 1255 | nc 10.212.175.197 8000
echo 1256 | nc 10.212.175.197 8000
echo 1257 | nc 10.212.175.197 8000
echo 1258 | nc 10.212.175.197 8000
echo 1259 | nc 10.212.175.197 8000
echo 1260 | nc 10.212.175.197 8000
echo 1261 | nc 10.212.175.197 8000
echo 1262 | nc 10.212.175.197 8000
echo 1263 | nc 10.212.175.197 8000
echo 1264 | nc 10.212.175.197 8000
echo 1265 | nc 10.212.175.197 8000
echo 1266 | nc 10.212.175.197 8000
echo 1267 | nc 10.212.175.197 8000
echo 1268 | nc 10.212.175.197 8000
echo 1269 | nc 10.212.175.197 8000
echo 1270 | nc 10.212.175.197 8000
echo 1271 | nc 10.212.175.197 8000
echo 1272 | nc 10.212.175.197 8000
echo 1273 | nc 10.212.175.197 8000
echo 1274 | nc 10.212.175.197 8000
echo 1275 | nc 10.212.175.197 8000
echo 1276 | nc 10.212.175.197 8000
echo 1277 | nc 10.212.175.197 8000
echo 1278 | nc 10.212.175.197 8000
echo 1279 | nc 10.212.175.197 8000
echo 1280 | nc 10.212.175.197 8000
echo 1281 | nc 10.212.175.197 8000
echo 1282 | nc 10.212.175.197 8000
echo 1283 | nc 10.212.175.197 8000
echo 1284 | nc 10.212.175.197 8000
echo 1285 | nc 10.212.175.197 8000
